panel,kind,col,row,east_m,north_m,los_height_m,s_from_km,s_to_km,height_m,time_s,distance_m,margin_db
c,dem_cell,604,689,,,,5.382755145442747,5.417279376874282,359.80279541015625,,,
c,dem_cell,605,689,,,,5.364002543727143,5.382755145442747,354.7989807128906,,,
c,dem_cell,602,690,,,,5.451803608305817,5.472822754485735,357.0173034667969,,,
c,dem_cell,603,690,,,,5.418412649106439,5.451803608305817,366.3443298339844,,,
c,dem_cell,600,691,,,,5.5208520711688855,5.527232859865032,366.121337890625,,,
c,dem_cell,601,691,,,,5.486327839737352,5.5208520711688855,360.12371826171875,,,
c,dem_cell,602,691,,,,5.472822754485735,5.486327839737352,353.8096923828125,,,
c,dem_cell,599,692,,,,5.55537630260042,5.5816429652443285,357.7567443847656,,,
c,dem_cell,600,692,,,,5.527232859865032,5.55537630260042,354.77801513671875,,,
c,dem_cell,597,693,,,,5.6244247654634885,5.636053070623626,376.7684326171875,,,
c,dem_cell,598,693,,,,5.589900534031955,5.6244247654634885,370.48529052734375,,,
c,dem_cell,599,693,,,,5.5816429652443285,5.589900534031955,364.7885437011719,,,
c,dem_cell,596,694,,,,5.658948996895023,5.690463176002922,383.6540832519531,,,
c,dem_cell,597,694,,,,5.636053070623626,5.658948996895023,388.9925842285156,,,
c,dem_cell,594,695,,,,5.727997459758092,5.744873281382218,363.7099304199219,,,
c,dem_cell,595,695,,,,5.693473228326558,5.727997459758092,365.2137756347656,,,
c,dem_cell,596,695,,,,5.690463176002922,5.693473228326558,373.7864074707031,,,
c,dem_cell,592,696,,,,5.797045922621161,5.799283386761515,355.1768493652344,,,
c,dem_cell,593,696,,,,5.762521691189627,5.797045922621161,346.9176025390625,,,
c,dem_cell,594,696,,,,5.744873281382218,5.762521691189627,355.2548522949219,,,
c,dem_cell,591,697,,,,5.831570154052695,5.853693492140812,369.1241455078125,,,
c,dem_cell,592,697,,,,5.799283386761515,5.831570154052695,360.67236328125,,,
c,dem_cell,589,698,,,,5.900618616915764,5.908103597520109,344.9443054199219,,,
c,dem_cell,590,698,,,,5.86609438548423,5.900618616915764,346.96295166015625,,,
c,dem_cell,591,698,,,,5.853693492140812,5.86609438548423,350.2100524902344,,,
c,dem_cell,588,699,,,,5.935142848347299,5.962513702899405,328.3701477050781,,,
c,dem_cell,589,699,,,,5.908103597520109,5.935142848347299,328.34613037109375,,,
c,dem_cell,586,700,,,,6.004191311210367,6.016923808278701,326.1113586425781,,,
c,dem_cell,587,700,,,,5.969667079778834,6.004191311210367,326.417236328125,,,
c,dem_cell,588,700,,,,5.962513702899405,5.969667079778834,324.3415222167969,,,
c,dem_cell,585,701,,,,6.038715542641902,6.071333913657998,342.2522277832031,,,
c,dem_cell,586,701,,,,6.016923808278701,6.038715542641902,342.2865295410156,,,
c,dem_cell,583,702,,,,6.10776400550497,6.1257440190372945,358.35052490234375,,,
c,dem_cell,584,702,,,,6.0732397740734365,6.10776400550497,361.185546875,,,
c,dem_cell,585,702,,,,6.071333913657998,6.0732397740734365,355.3897399902344,,,
c,dem_cell,581,703,,,,6.17681246836804,6.180154124416591,337.7300109863281,,,
c,dem_cell,582,703,,,,6.142288236936506,6.17681246836804,338.01385498046875,,,
c,dem_cell,583,703,,,,6.1257440190372945,6.142288236936506,347.184814453125,,,
c,dem_cell,580,704,,,,6.211336699799575,6.234564229795888,346.08563232421875,,,
c,dem_cell,581,704,,,,6.180154124416591,6.211336699799575,353.1778564453125,,,
c,dem_cell,579,705,,,,6.2458609312311095,6.252502397070035,344.8890075683594,,,
c,dem_cell,580,705,,,,6.234564229795888,6.2458609312311095,351.7755126953125,,,
d,distance_margin,,,,,,,,,2771.2601412514014,1974.1171974572599,0.03831652839528488
d,distance_margin,,,,,,,,,2771.968221110817,1974.0876944208926,0.03844633934730268
d,distance_margin,,,,,,,,,2772.6763009702327,1974.0592068750582,0.03857168406489109
d,distance_margin,,,,,,,,,2773.3843808296483,1974.0317348637207,0.038692562161230626
d,distance_margin,,,,,,,,,2774.092460689064,1974.005278429279,0.03880897326325794
d,distance_margin,,,,,,,,,2774.8005405484796,1973.9798376125677,0.03892091701166578
d,distance_margin,,,,,,,,,2775.5086204078953,1973.9554124528552,0.039028393060903
d,distance_margin,,,,,,,,,2776.2167002673114,1973.9320029878443,0.03913140107920299
d,distance_margin,,,,,,,,,2776.924780126727,1973.9096092536713,0.03922994074858366
d,distance_margin,,,,,,,,,2777.6328599861426,1973.888231284907,0.039324011764819033
d,distance_margin,,,,,,,,,2778.3409398455583,1973.8678691145553,0.039413613837467665
d,distance_margin,,,,,,,,,2779.049019704974,1973.8485227740525,0.039498746689901054
d,distance_margin,,,,,,,,,2779.7570995643896,1973.8301922932687,0.0395794100592326
d,distance_margin,,,,,,,,,2780.4651794238052,1973.8128777005063,0.039655603696402864
d,distance_margin,,,,,,,,,2781.173259283221,1973.7965790225,0.03972732736610851
d,distance_margin,,,,,,,,,2781.8813391426365,1973.7812962844166,0.03979458084687337
d,distance_margin,,,,,,,,,2782.589419002052,1973.7670295098558,0.03985736393100581
d,distance_margin,,,,,,,,,2783.297498861468,1973.7537787208478,0.03991567642461291
d,distance_margin,,,,,,,,,2784.005578720884,1973.7415439378553,0.039969518147600525
d,distance_margin,,,,,,,,,2784.7136585802996,1973.7303251797728,0.040018888933659014
d,distance_margin,,,,,,,,,2785.421738439715,1973.7201224639252,0.04006378863033433
d,distance_margin,,,,,,,,,2786.129818299131,1973.7109358060698,0.04010421709892853
d,distance_margin,,,,,,,,,2786.8378981585465,1973.702765220394,0.04014017421455662
d,distance_margin,,,,,,,,,2787.545978017962,1973.6956107195167,0.0401716598661892
d,distance_margin,,,,,,,,,2788.254057877378,1973.6894723144876,0.040198673956524544
d,distance_margin,,,,,,,,,2788.9621377367935,1973.6843500147875,0.04022121640215914
d,distance_margin,,,,,,,,,2789.670217596209,1973.6802438283273,0.0402392871334456
d,distance_margin,,,,,,,,,2790.3782974556248,1973.6771537614493,0.04025288609456368
d,distance_margin,,,,,,,,,2791.0863773150404,1973.6750798189262,0.04026201324349188
d,distance_margin,,,,,,,,,2791.794457174456,1973.674022003961,0.04026666855206429
d,distance_margin,,,,,,,,,2792.5025370338717,1973.6739803181877,0.04026685200588531
d,distance_margin,,,,,,,,,2793.210616893288,1973.6749547616705,0.0402625636043723
d,distance_margin,,,,,,,,,2793.9186967527035,1973.6769453329043,0.04025380336081241
d,distance_margin,,,,,,,,,2794.626776612119,1973.679952028815,0.040240571302220474
d,distance_margin,,,,,,,,,2795.3348564715347,1973.6839748447585,0.04022286746950954
d,distance_margin,,,,,,,,,2796.0429363309504,1973.6890137745215,0.04020069191733455
d,distance_margin,,,,,,,,,2796.751016190366,1973.6950688103216,0.04017404471422026
d,distance_margin,,,,,,,,,2797.4590960497817,1973.7021399428068,0.040142925942461716
d,distance_margin,,,,,,,,,2798.1671759091973,1973.7102271610563,0.04010733569819536
d,distance_margin,,,,,,,,,2798.875255768613,1973.71933045258,0.04006727409134214
d,distance_margin,,,,,,,,,2799.5833356280286,1973.7294498033186,0.040022741245635984
d,distance_margin,,,,,,,,,2800.2914154874443,1973.7405851976446,0.03997373729863796
d,distance_margin,,,,,,,,,2800.9994953468604,1973.7527366183606,0.03992026240169366
d,distance_margin,,,,,,,,,2801.707575206276,1973.7659040467017,0.039862316719961655
d,distance_margin,,,,,,,,,2802.4156550656917,1973.7800874623338,0.03979990043239923
d,distance_margin,,,,,,,,,2803.1237349251073,1973.7952868433547,0.039733013731790834
d,distance_margin,,,,,,,,,2803.831814784523,1973.811502166294,0.03966165682466283
d,distance_margin,,,,,,,,,2804.5398946439386,1973.8287334061135,0.03958582993139714
d,distance_margin,,,,,,,,,2805.2479745033543,1973.8469805362067,0.03950553328613182
d,distance_margin,,,,,,,,,2805.95605436277,1973.8662435284,0.03942076713683207
d,distance_margin,,,,,,,,,2806.6641342221856,1973.8865223529524,0.039331531745204984
d,distance_margin,,,,,,,,,2807.372214081601,1973.9078169785555,0.03923782738678483
d,distance_margin,,,,,,,,,2808.080293941017,1973.930127372334,0.039139654350861974
d,distance_margin,,,,,,,,,2808.7883738004325,1973.9534534998463,0.03903701294055395
d,distance_margin,,,,,,,,,2809.496453659848,1973.977795325084,0.03892990347269176
d,distance_margin,,,,,,,,,2810.2045335192643,1974.0031528104726,0.03881832627791937
d,distance_margin,,,,,,,,,2810.91261337868,1974.0295259168727,0.03870228170066525
d,distance_margin,,,,,,,,,2811.6206932380956,1974.0569146035778,0.03858177009908559
d,distance_margin,,,,,,,,,2812.328773097511,1974.0853188283177,0.038456791845135285
d,distance_margin,,,,,,,,,2813.036852956927,1974.1147385472564,0.03832734732449694
d,distance_margin,,,,,,,,,2813.7449328163425,1974.1451737149937,0.03819343693665189
d,distance_margin,,,,,,,,,2814.453012675758,1974.1766242845652,0.03805506109479495
d,distance_margin,,,,,,,,,2815.161092535174,1974.2090902074424,0.03791222022589125
d,distance_margin,,,,,,,,,2815.8691723945894,1974.2425714335343,0.037764914770633595
d,distance_margin,,,,,,,,,2816.577252254005,1974.2770679111854,0.03761314518347092
d,distance_margin,,,,,,,,,2817.2853321134207,1974.3125795871788,0.03745691193256562
d,distance_margin,,,,,,,,,2817.993411972837,1974.3491064067346,0.037296215499836194
d,distance_margin,,,,,,,,,2818.7014918322525,1974.3866483135112,0.03713105638091463
d,distance_margin,,,,,,,,,2819.409571691668,1974.425205249606,0.036961435085117955
d,distance_margin,,,,,,,,,2820.117651551084,1974.4647771555549,0.036787352135547735
d,distance_margin,,,,,,,,,2820.8257314104994,1974.5053639703337,0.03660880806893374
d,distance_margin,,,,,,,,,2821.533811269915,1974.546965631358,0.03642580343579027
d,distance_margin,,,,,,,,,2822.2418911293307,1974.589582074484,0.03623833880027405
d,distance_margin,,,,,,,,,2822.9499709887464,1974.6332132340085,0.03604641474022685
d,distance_margin,,,,,,,,,2823.658050848162,1974.6778590426704,0.035850031847232344
d,distance_margin,,,,,,,,,2824.3661307075777,1974.72351943165,0.03564919072651662
d,distance_margin,,,,,,,,,2825.0742105669933,1974.7701943305701,0.03544389199696241
d,distance_margin,,,,,,,,,2825.782290426409,1974.8178836674972,0.035234136291151685
d,distance_margin,,,,,,,,,2826.4903702858246,1974.8665873689404,0.035019924255308865
d,distance_margin,,,,,,,,,2827.1984501452407,1974.916305359854,0.03480125654934341
d,distance_margin,,,,,,,,,2827.9065300046564,1974.9670375636365,0.03457813384676456
d,distance_margin,,,,,,,,,2828.614609864072,1975.0187839021314,0.03435055683475241
d,distance_margin,,,,,,,,,2829.3226897234877,1975.071544295629,0.03411852621411526
d,distance_margin,,,,,,,,,2830.0307695829033,1975.1253186628655,0.03388204269928963
d,distance_margin,,,,,,,,,2830.738849442319,1975.1801069210244,0.03364110701832601
d,distance_margin,,,,,,,,,2831.4469293017346,1975.2359089857373,0.03339571991288892
d,distance_margin,,,,,,,,,2832.1550091611502,1975.2927247710838,0.033145882138256866
d,distance_margin,,,,,,,,,2832.863089020566,1975.350554189593,0.032891594463279716
d,distance_margin,,,,,,,,,2833.5711688799815,1975.4093971522434,0.032632857670407134
d,distance_margin,,,,,,,,,2834.279248739397,1975.4692535684642,0.03236967255568857
d,distance_margin,,,,,,,,,2834.9873285988133,1975.5301233461362,0.03210203992871641
d,distance_margin,,,,,,,,,2835.695408458229,1975.5920063915912,0.03182996061268284
d,distance_margin,,,,,,,,,2836.4034883176446,1975.6549026096143,0.03155343544428035
d,distance_margin,,,,,,,,,2837.1115681770602,1975.7188119034436,0.03127246527380123
d,distance_margin,,,,,,,,,2837.819648036476,1975.7837341747713,0.030987050965052276
d,distance_margin,,,,,,,,,2838.5277278958915,1975.8496693237444,0.030697193395369027
d,distance_margin,,,,,,,,,2839.235807755307,1975.9166172489656,0.030402893455615754
d,distance_margin,,,,,,,,,2839.943887614723,1975.984577847494,0.03010415205017125
d,distance_margin,,,,,,,,,2840.6519674741385,1976.0535510148459,0.029800970096886203
d,distance_margin,,,,,,,,,2841.360047333554,1976.123536644995,0.02949334852715424
d,distance_margin,,,,,,,,,2842.0681271929698,1976.1945346303744,0.029181288285812457
d,distance_margin,,,,,,,,,2842.7762070523854,1976.2665448618766,0.028864790331184054
d,distance_margin,,,,,,,,,2843.484286911801,1976.3395672288545,0.02854385563504991
d,distance_margin,,,,,,,,,2844.192366771217,1976.4136016191226,0.02821848518266279
d,distance_margin,,,,,,,,,2844.900446630633,1976.4886479189565,0.027888679972704722
d,distance_margin,,,,,,,,,2845.6085264900485,1976.564706013096,0.02755444101728699
d,distance_margin,,,,,,,,,2846.316606349464,1976.6417757847441,0.027215769341964346
d,distance_margin,,,,,,,,,2847.0246862088798,1976.719857115569,0.026872665985678168
d,distance_margin,,,,,,,,,2847.7327660682954,1976.7989498857041,0.02652513200078488
d,distance_margin,,,,,,,,,2848.440845927711,1976.87905397375,0.02617316845305595
d,distance_margin,,,,,,,,,2849.1489257871267,1976.960169256774,0.025816776421606846
d,distance_margin,,,,,,,,,2849.8570056465423,1977.0422956103127,0.025455956998925444
d,distance_margin,,,,,,,,,2850.565085505958,1977.1254329083717,0.025090711290886247
d,distance_margin,,,,,,,,,2851.2731653653736,1977.209581023427,0.02472104041669354
d,distance_margin,,,,,,,,,2851.9812452247897,1977.2947398264262,0.02434694550888139
d,distance_margin,,,,,,,,,2852.6893250842054,1977.3809091867886,0.023968427713313645
d,distance_margin,,,,,,,,,2853.397404943621,1977.4680889724075,0.023585488189183934
d,distance_margin,,,,,,,,,2854.1054848030367,1977.5562790496506,0.023198128108973037
d,distance_margin,,,,,,,,,2854.8135646624523,1977.6454792833601,0.022806348658434672
d,distance_margin,,,,,,,,,2855.521644521868,1977.7356895368555,0.022410151036623915
d,distance_margin,,,,,,,,,2856.2297243812836,1977.8269096719337,0.022009536455854573
