record_type,source_index,task,event,phase,start,end,start_exact_decimal,end_exact_decimal,parameter_start,parameter_end,mode,relay,endpoint_semantics
interval,142,Q3-H2-2,3,下降,854.6220124558879,873.6147419480754,854.6220124558879,873.6147419480754,0,1,relay,R-001,open; exact instants in boundary supplement
interval,143,Q3-H2-2,4,交接,873.6147419480754,1083.6147419480753,873.6147419480754,1083.6147419480753,0,1,relay,R-001,open; exact instants in boundary supplement
interval,144,Q3-H2-2,5,爬升,1083.6147419480753,1099.4420165248982,1083.6147419480753,1099.4420165248982,0,1,relay,R-001,open; exact instants in boundary supplement
interval,145,Q3-H2-2,6,巡航,1099.4420165248982,1148.4466600614637,1099.4420165248982,1148.446660061463700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.1212601821733141706177044177534740757136672330399582486231426272822982526935285102601153469965686756,relay,R-001,open; exact instants in boundary supplement
interval,146,Q3-H2-2,6,巡航,1148.4466600614637,1174.5455025059282,1148.446660061463700000000000000000000000000000000000000000000000000000000000000000000000000000000000,1174.545502505928127218293227596610222501200958040573222738475309506699127144153629737748344989166486,0.1212601821733141706177044177534740757136672330399582486231426272822982526935285102601153469965686756,0.1858408047620073791315796909381412899462119841118156473557578139503619689149988869631125844171047697,relay,R-001,open; exact instants in boundary supplement
interval,147,Q3-H2-2,6,巡航,1174.5455025059282,1174.9256248563518,1174.545502505928127218293227596610222501200958040573222738475309506699127144153629737748344989166486,1174.925624856351800000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1858408047620073791315796909381412899462119841118156473557578139503619689149988869631125844171047697,0.1867814034917201963600904284064212039361265434095851599354203443207205694970500979225338300897694454,direct,,open; exact instants in boundary supplement
interval,148,Q3-H2-2,6,巡航,1174.9256248563518,1301.8056616976266,1174.925624856351800000000000000000000000000000000000000000000000000000000000000000000000000000000000,1301.805661697626758001062729349836806890280725914052715179456052424288756723164510891939627082635189,0.1867814034917201963600904284064212039361265434095851599354203443207205694970500979225338300897694454,0.5007413728168661208270636413142750865314647539106896262568883119719993812813913505818314773396430861,direct,,open; exact instants in boundary supplement
interval,149,Q3-H2-2,6,巡航,1301.8056616976266,1306.7911380769376,1301.805661697626758001062729349836806890280725914052715179456052424288756723164510891939627082635189,1306.791138076937600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5007413728168661208270636413142750865314647539106896262568883119719993812813913505818314773396430861,0.5130777501547586336790361917132204539229790054884134200580447179143994691499715376901982152737318077,direct,,open; exact instants in boundary supplement
interval,150,Q3-H2-2,6,巡航,1306.7911380769376,1503.5700877372965,1306.791138076937600000000000000000000000000000000000000000000000000000000000000000000000000000000000,1503.5700877372965,0.5130777501547586336790361917132204539229790054884134200580447179143994691499715376901982152737318077,1,direct,,open; exact instants in boundary supplement
interval,151,Q3-H2-2,7,下降,1503.5700877372965,1560.4013554771354,1503.5700877372965,1560.401355477135400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.5233432109644828370914097169348399002490625923597933092087061429669010828384133645860251114769918476,direct,,open; exact instants in boundary supplement
interval,152,Q3-H2-2,7,下降,1560.4013554771354,1580.0,1560.401355477135400000000000000000000000000000000000000000000000000000000000000000000000000000000000,1580.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5233432109644828370914097169348399002490625923597933092087061429669010828384133645860251114769918476,0.7038216335487000215064970709481937127916354969343012261221339714928076437408966658005014525541179771,direct,,open; exact instants in boundary supplement
interval,153,Q3-H2-2,7,下降,1580.0,1592.2987079485413,1580.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1592.298707948541300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.7038216335487000215064970709481937127916354969343012261221339714928076437408966658005014525541179771,0.8170769868863846355390659921219583403459142219457008386454710837885122211804958059183200057950184874,direct,,open; exact instants in boundary supplement
interval,154,Q3-H2-2,7,下降,1592.2987079485413,1612.162817229484,1592.298707948541300000000000000000000000000000000000000000000000000000000000000000000000000000000000,1612.1628172294840,0.8170769868863846355390659921219583403459142219457008386454710837885122211804958059183200057950184874,1,direct,,open; exact instants in boundary supplement
interval,155,Q3-012,1,爬升,1610.9069627433814,1627.460387144167,1610.9069627433814,1627.460387144167000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3416444093299695321034102192964866758021989341201019103206743512380660499455423210266113243776362398,direct,,open; exact instants in boundary supplement
interval,156,Q3-012,1,爬升,1627.460387144167,1659.359166112522,1627.460387144167000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1659.3591661125220,0.3416444093299695321034102192964866758021989341201019103206743512380660499455423210266113243776362398,1,direct,,open; exact instants in boundary supplement
interval,157,Q3-012,2,巡航,1659.359166112522,1913.8611334054367,1659.3591661125220,1913.8611334054367,0,1,direct,,open; exact instants in boundary supplement
interval,158,Q3-012,3,下降,1913.8611334054367,1949.4837774484056,1913.8611334054367,1949.4837774484056,0,1,direct,,open; exact instants in boundary supplement
interval,159,Q3-012,4,交接,1949.4837774484056,2159.483777448406,1949.4837774484056,2159.4837774484060,0,1,direct,,open; exact instants in boundary supplement
interval,160,Q3-012,5,爬升,2159.483777448406,2189.1693141508795,2159.4837774484060,2189.1693141508795,0,1,direct,,open; exact instants in boundary supplement
interval,161,Q3-012,6,巡航,2189.1693141508795,2443.671281443794,2189.1693141508795,2443.6712814437940,0,1,direct,,open; exact instants in boundary supplement
interval,162,Q3-012,7,下降,2443.671281443794,2481.9498162058203,2443.671281443794,2481.949816205820300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.6583555906700324571496847537366067462754487862521394985672102886491632734664440664655767100656900698,direct,,open; exact instants in boundary supplement
interval,163,Q3-012,7,下降,2481.9498162058203,2501.813925486763,2481.949816205820300000000000000000000000000000000000000000000000000000000000000000000000000000000000,2501.813925486763,0.6583555906700324571496847537366067462754487862521394985672102886491632734664440664655767100656900698,1,direct,,open; exact instants in boundary supplement
interval,164,Q3-013,1,爬升,1610.9069627433814,1627.460387144167,1610.9069627433814,1627.460387144167000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.2083084030317476274406523128994763882135269590302043361164024809232409251387582777297250391652069001,direct,,open; exact instants in boundary supplement
interval,165,Q3-013,1,爬升,1627.460387144167,1690.3729091952043,1627.460387144167000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1690.3729091952043,0.2083084030317476274406523128994763882135269590302043361164024809232409251387582777297250391652069001,1,direct,,open; exact instants in boundary supplement
interval,166,Q3-013,2,巡航,1690.3729091952043,1770.1073508944564,1690.3729091952043,1770.107350894456400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3002993048236993064155002032923332243035170098202655115728720651898586241763294628201143184402593378,direct,,open; exact instants in boundary supplement
interval,167,Q3-013,2,巡航,1770.1073508944564,1955.8894802244408,1770.107350894456400000000000000000000000000000000000000000000000000000000000000000000000000000000000,1955.8894802244408,0.3002993048236993064155002032923332243035170098202655115728720651898586241763294628201143184402593378,1,direct,,open; exact instants in boundary supplement
interval,168,Q3-013,3,下降,1955.8894802244408,1961.8942503144717,1955.8894802244408,1961.894250314471700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.2926424468105149402902013486620234478517120674369499302346437246984004757832607076037092656795965637,direct,,open; exact instants in boundary supplement
interval,169,Q3-013,3,下降,1961.8942503144717,1976.4086159666285,1961.894250314471700000000000000000000000000000000000000000000000000000000000000000000000000000000000,1976.4086159666285,0.2926424468105149402902013486620234478517120674369499302346437246984004757832607076037092656795965637,1,direct,,open; exact instants in boundary supplement
interval,170,Q3-013,4,交接,1976.4086159666285,2186.4086159666285,1976.4086159666285,2186.4086159666285,0,1,direct,,open; exact instants in boundary supplement
interval,171,Q3-013,5,爬升,2186.4086159666285,2198.5039206767588,2186.4086159666285,2198.503920676758800000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.7073575531894849896134241942938807330655993470379415200496285064455574621644883268192313674016464916,direct,,open; exact instants in boundary supplement
interval,172,Q3-013,5,爬升,2198.5039206767588,2203.5078957517844,2198.503920676758800000000000000000000000000000000000000000000000000000000000000000000000000000000000,2203.5078957517844,0.7073575531894849896134241942938807330655993470379415200496285064455574621644883268192313674016464916,1,direct,,open; exact instants in boundary supplement
interval,173,Q3-013,6,巡航,2203.5078957517844,2389.2900250817693,2203.5078957517844,2389.290025081769300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.6997006951763023131818334599930789549988815870339019201649927270298476912648858929018220753671400370,direct,,open; exact instants in boundary supplement
interval,174,Q3-013,6,巡航,2389.2900250817693,2469.024466781021,2389.290025081769300000000000000000000000000000000000000000000000000000000000000000000000000000000000,2469.0244667810210,0.6997006951763023131818334599930789549988815870339019201649927270298476912648858929018220753671400370,1,direct,,open; exact instants in boundary supplement
interval,175,Q3-013,7,下降,2469.024466781021,2544.519493242266,2469.0244667810210,2544.519493242266000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.7916915969682547233164756322354774054969312914567262708702314763918535556705835172554658322661898371,direct,,open; exact instants in boundary supplement
interval,176,Q3-013,7,下降,2544.519493242266,2564.3836025232085,2544.519493242266000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2564.3836025232085,0.7916915969682547233164756322354774054969312914567262708702314763918535556705835172554658322661898371,1,direct,,open; exact instants in boundary supplement
interval,177,Q3-006,1,爬升,2148.7323649950613,2168.596474276004,2148.7323649950613,2168.596474276004000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.1835603838398547694637312728695772127242910009439245042242846684911370396159193708173503596874065318,direct,,open; exact instants in boundary supplement
interval,178,Q3-006,1,爬升,2168.596474276004,2256.9480314989673,2168.596474276004000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2256.9480314989673,0.1835603838398547694637312728695772127242910009439245042242846684911370396159193708173503596874065318,1,direct,,open; exact instants in boundary supplement
interval,179,Q3-006,2,巡航,2256.9480314989673,2519.8676016533614,2256.9480314989673,2519.867601653361400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.5112062601072164874147667769317650529776785810642620836439122550958024631265671014554671838899808198,direct,,open; exact instants in boundary supplement
interval,180,Q3-006,2,巡航,2519.8676016533614,2520.1716949127413,2519.867601653361400000000000000000000000000000000000000000000000000000000000000000000000000000000000,2520.171694912741221718849360545655538940087207859665646571876571029809521551925756126577740764765836,0.5112062601072164874147667769317650529776785810642620836439122550958024631265671014554671838899808198,0.5117975222097677924062113039953743379751949680465407795118603779257011791681166163448762312735351114,direct,,open; exact instants in boundary supplement
interval,181,Q3-006,2,巡航,2520.1716949127413,2528.9437913222228,2520.171694912741221718849360545655538940087207859665646571876571029809521551925756126577740764765836,2528.943791322222800000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5117975222097677924062113039953743379751949680465407795118603779257011791681166163448762312735351114,0.5288535009494168685444588141943432682325045119177174123840296841202581334823078792522845402263290072,direct,,open; exact instants in boundary supplement
interval,182,Q3-006,2,巡航,2528.9437913222228,2620.245032536467,2528.943791322222800000000000000000000000000000000000000000000000000000000000000000000000000000000000,2620.245032536467000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5288535009494168685444588141943432682325045119177174123840296841202581334823078792522845402263290072,0.7063745810153565291048457967453213264460612155735803037742343343347325027802261029981175776557578557,direct,,open; exact instants in boundary supplement
interval,183,Q3-006,2,巡航,2620.245032536467,2629.323070638169,2620.245032536467000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2629.323070638169035128398726158150478370361942154353973092538397219103649231497368144332293043320517,0.7063745810153565291048457967453213264460612155735803037742343343347325027802261029981175776557578557,0.7240254158480649791149175856878350655538675712103224573888333402703308406747958277975308212522183323,direct,,open; exact instants in boundary supplement
interval,184,Q3-006,2,巡航,2629.323070638169,2771.2601412514014,2629.323070638169035128398726158150478370361942154353973092538397219103649231497368144332293043320517,2771.2601412514014,0.7240254158480649791149175856878350655538675712103224573888333402703308406747958277975308212522183323,1,relay,R-004,open; exact instants in boundary supplement
interval,185,Q3-006,3,下降,2771.2601412514014,2856.2297243812836,2771.2601412514014,2856.2297243812836,0,1,relay,R-004,open; exact instants in boundary supplement
interval,186,Q3-006,4,交接,2856.2297243812836,2947.4298266160986,2856.2297243812836,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.2303032884717550505050505050505050505050505050505050505050505050505050505050505050505050505050505051,relay,R-004,open; exact instants in boundary supplement
interval,187,Q3-006,4,交接,2947.4298266160986,3252.2297243812836,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,3252.2297243812836,0.2303032884717550505050505050505050505050505050505050505050505050505050505050505050505050505050505051,1,relay,R-004,open; exact instants in boundary supplement
interval,188,Q3-006,5,爬升,3252.2297243812836,3273.1411071362413,3252.2297243812836,3273.141107136241300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3076304188022319645784339629944632347720081719889089792694232781048232478470818161865470014997557718,relay,R-004,open; exact instants in boundary supplement
interval,189,Q3-006,5,爬升,3273.1411071362413,3320.2053908851904,3273.141107136241300000000000000000000000000000000000000000000000000000000000000000000000000000000000,3320.2053908851904,0.3076304188022319645784339629944632347720081719889089792694232781048232478470818161865470014997557718,1,relay,R-004,open; exact instants in boundary supplement
interval,190,Q3-006,6,巡航,3320.2053908851904,3393.094016562877,3320.2053908851904,3393.094016562877000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.1417206095201061104796820696861622860421317455877537174477110249555411143022735235999058393801843962,relay,R-004,open; exact instants in boundary supplement
interval,191,Q3-006,6,巡航,3393.094016562877,3462.1424614984226,3393.094016562877000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3462.142461498422626884309197874339079088430901763178803841247207942125045185172767021088044354593382,0.1417206095201061104796820696861622860421317455877537174477110249555411143022735235999058393801843962,0.2759745841519350208850824143121649344461324287896775426111666597296691593252041722024691787477816677,relay,R-004,open; exact instants in boundary supplement
interval,192,Q3-006,6,巡航,3462.1424614984226,3471.2204996001246,3462.142461498422626884309197874339079088430901763178803841247207942125045185172767021088044354593382,3471.220499600124600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.2759745841519350208850824143121649344461324287896775426111666597296691593252041722024691787477816677,0.2936254189846433674807303560693554029338497734865364662770186014576302663686069487570827280710451198,direct,,open; exact instants in boundary supplement
interval,193,Q3-006,6,巡航,3471.2204996001246,3562.5217408143685,3471.220499600124600000000000000000000000000000000000000000000000000000000000000000000000000000000000,3562.521740814368500000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.2936254189846433674807303560693554029338497734865364662770186014576302663686069487570827280710451198,0.4711464990505826173188030833499015445190179669909250428174093460878296043570081578753586502480647204,direct,,open; exact instants in boundary supplement
interval,194,Q3-006,6,巡航,3562.5217408143685,3571.2938372238505,3562.521740814368500000000000000000000000000000000000000000000000000000000000000000000000000000000000,3571.293837223850334179911744338240664165564789827503341025607452240580234378263206724011843293542337,0.4711464990505826173188030833499015445190179669909250428174093460878296043570081578753586502480647204,0.4882024777902322075937886960046256620248050319534592204881396220742988208318833836551237687264648885,direct,,open; exact instants in boundary supplement
interval,195,Q3-006,6,巡航,3571.2938372238505,3571.59793048323,3571.293837223850334179911744338240664165564789827503341025607452240580234378263206724011843293542337,3571.597930483230000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.4882024777902322075937886960046256620248050319534592204881396220742988208318833836551237687264648885,0.4887937398927832100391194858115020279654792411092809383705872461393688560291482266658168355048849171,direct,,open; exact instants in boundary supplement
interval,196,Q3-006,6,巡航,3571.59793048323,3834.517500637624,3571.597930483230000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3834.5175006376240,0.4887937398927832100391194858115020279654792411092809383705872461393688560291482266658168355048849171,1,direct,,open; exact instants in boundary supplement
interval,197,Q3-006,7,下降,3834.517500637624,3855.5064104857784,3834.5175006376240,3855.506410485778400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.1551635582997353119325462718507253186473957997882752382963974997209238190839036160865284620120627982,direct,,open; exact instants in boundary supplement
interval,198,Q3-006,7,下降,3855.5064104857784,3944.956947166328,3855.506410485778400000000000000000000000000000000000000000000000000000000000000000000000000000000000,3944.956947166328000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1551635582997353119325462718507253186473957997882752382963974997209238190839036160865284620120627982,0.8164396161601449100204707124642885513695143767509373183554802474879084406113418768589051524839914486,direct,,open; exact instants in boundary supplement
interval,199,Q3-006,7,下降,3944.956947166328,3968.77431368694,3944.956947166328000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3968.774313686940000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.8164396161601449100204707124642885513695143767509373183554802474879084406113418768589051524839914486,0.9925129503829847392460507762735450633844928069266684399672295804504720084787990690113477159092042993,direct,,open; exact instants in boundary supplement
interval,200,Q3-006,7,下降,3968.77431368694,3969.7870837675064,3968.774313686940000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3969.7870837675064,0.9925129503829847392460507762735450633844928069266684399672295804504720084787990690113477159092042993,1,direct,,open; exact instants in boundary supplement
interval,201,Q3-014,1,爬升,2229.7476752786915,2246.301099679477,2229.7476752786915,2246.301099679477000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.2083084030317474175817186196925654034742865577758196164849625187967059795774068119995338718466977941,direct,,open; exact instants in boundary supplement
interval,202,Q3-014,1,爬升,2246.301099679477,2309.213621730514,2246.301099679477000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2309.2136217305140,0.2083084030317474175817186196925654034742865577758196164849625187967059795774068119995338718466977941,1,direct,,open; exact instants in boundary supplement
interval,203,Q3-014,2,巡航,2309.213621730514,2373.0011750899157,2309.213621730514,2373.001175089915700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3002993048236996833216413831040611853684412456850834731171617846370815732397512916599443478772816483,direct,,open; exact instants in boundary supplement
interval,204,Q3-014,2,巡航,2373.0011750899157,2521.626878553903,2373.001175089915700000000000000000000000000000000000000000000000000000000000000000000000000000000000,2521.626878553903,0.3002993048236996833216413831040611853684412456850834731171617846370815732397512916599443478772816483,1,direct,,open; exact instants in boundary supplement
interval,205,Q3-014,3,下降,2521.626878553903,2527.631648643934,2521.626878553903,2527.631648643934000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.2926424468105155352112599265332294780533136578402180654732392190288494377280666807583090779095757245,direct,,open; exact instants in boundary supplement
interval,206,Q3-014,3,下降,2527.631648643934,2542.146014296091,2527.631648643934000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2542.146014296091,0.2926424468105155352112599265332294780533136578402180654732392190288494377280666807583090779095757245,1,direct,,open; exact instants in boundary supplement
interval,207,Q3-014,4,交接,2542.146014296091,2752.146014296091,2542.146014296091,2752.146014296091,0,1,direct,,open; exact instants in boundary supplement
interval,208,Q3-014,5,爬升,2752.146014296091,2764.2413190062216,2752.1460142960910,2764.241319006221600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.7073575531894859871395737466851493256265887318133360890683604642403724058041798859876838189194016407,direct,,open; exact instants in boundary supplement
interval,209,Q3-014,5,爬升,2764.2413190062216,2769.2452940812473,2764.241319006221600000000000000000000000000000000000000000000000000000000000000000000000000000000000,2769.2452940812473,0.7073575531894859871395737466851493256265887318133360890683604642403724058041798859876838189194016407,1,direct,,open; exact instants in boundary supplement
interval,210,Q3-014,6,巡航,2769.2452940812473,2770.6615192914314,2769.2452940812473,2770.661519291431400000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.006667310841910495422141446223386250129192590938741797449497832375656580011374168856084172448059029481,direct,,open; exact instants in boundary supplement
interval,211,Q3-014,6,巡航,2770.6615192914314,2791.7877283012526,2770.661519291431400000000000000000000000000000000000000000000000000000000000000000000000000000000000,2791.787728301252600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.006667310841910495422141446223386250129192590938741797449497832375656580011374168856084172448059029481,0.1061253640997944242200890175886439210587877363139983343796265966258416387668615130940446842687051578,direct,,open; exact instants in boundary supplement
interval,212,Q3-014,6,巡航,2791.7877283012526,2862.396349901348,2791.787728301252600000000000000000000000000000000000000000000000000000000000000000000000000000000000,2862.396349901348000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1061253640997944242200890175886439210587877363139983343796265966258416387668615130940446842687051578,0.4385369219094980701480339509455119560190059703499234204081260577897901692280563805748539764149727040,direct,,open; exact instants in boundary supplement
interval,213,Q3-014,6,巡航,2862.396349901348,2917.870997545235,2862.396349901348000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2917.870997545235000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.4385369219094980701480339509455119560190059703499234204081260577897901692280563805748539764149727040,0.6997006951763021997999960417201130762014109623158190708669333285769445270231073659497533857208916824,direct,,open; exact instants in boundary supplement
interval,214,Q3-014,6,巡航,2917.870997545235,2947.4298266160986,2917.870997545235000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6997006951763021997999960417201130762014109623158190708669333285769445270231073659497533857208916824,0.8388578716770150912697003289405474574240864213250368217678432289621196313101536322910275941607103856,direct,,open; exact instants in boundary supplement
interval,215,Q3-014,6,巡航,2947.4298266160986,2981.6585509046363,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,2981.6585509046363,0.8388578716770150912697003289405474574240864213250368217678432289621196313101536322910275941607103856,1,direct,,open; exact instants in boundary supplement
interval,216,Q3-014,7,下降,2981.6585509046363,3057.153577365881,2981.6585509046363,3057.153577365881000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.7916915969682524075358366359681953944529653871019194653646224558521929494163944605235217157710667041,direct,,open; exact instants in boundary supplement
interval,217,Q3-014,7,下降,3057.153577365881,3076.2074705823707,3057.153577365881000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3076.207470582370700000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.7916915969682524075358366359681953944529653871019194653646224558521929494163944605235217157710667041,0.9915035297022458645358660986110385074668485493634048689116452786104358113760682947460193520003955236,direct,,open; exact instants in boundary supplement
interval,218,Q3-014,7,下降,3076.2074705823707,3077.0176866468237,3076.207470582370700000000000000000000000000000000000000000000000000000000000000000000000000000000000,3077.0176866468237,0.9915035297022458645358660986110385074668485493634048689116452786104358113760682947460193520003955236,1,direct,,open; exact instants in boundary supplement
interval,219,Q3-007,1,爬升,2617.8421660245544,2637.706275305497,2617.8421660245544,2637.706275305497000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3416444093299681733301349272566064309817383074240325115524453381257927872046558468121612216442542470,direct,,open; exact instants in boundary supplement
interval,220,Q3-007,1,爬升,2637.706275305497,2675.984810067523,2637.706275305497000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2675.9848100675230,0.3416444093299681733301349272566064309817383074240325115524453381257927872046558468121612216442542470,1,direct,,open; exact instants in boundary supplement
interval,221,Q3-007,2,巡航,2675.984810067523,2879.586383901855,2675.984810067523,2879.586383901855,0,1,direct,,open; exact instants in boundary supplement
interval,222,Q3-007,3,下降,2879.586383901855,2924.1146889555657,2879.5863839018550,2924.1146889555657,0,1,direct,,open; exact instants in boundary supplement
interval,223,Q3-007,4,交接,2924.1146889555657,2947.4298266160986,2924.1146889555657,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.05397022606604837962962962962962962962962962962962962962962962962962962962962962962962962962962962963,direct,,open; exact instants in boundary supplement
interval,224,Q3-007,4,交接,2947.4298266160986,3356.1146889555657,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,3356.1146889555657,0.05397022606604837962962962962962962962962962962962962962962962962962962962962962962962962962962962963,1,direct,,open; exact instants in boundary supplement
interval,225,Q3-007,5,爬升,3356.1146889555657,3391.737332998535,3356.1146889555657,3391.7373329985350,0,1,direct,,open; exact instants in boundary supplement
interval,226,Q3-007,6,巡航,3391.737332998535,3595.338906832866,3391.737332998535,3595.338906832866,0,1,direct,,open; exact instants in boundary supplement
interval,227,Q3-007,7,下降,3595.338906832866,3643.187075285399,3595.3389068328660,3643.187075285399000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.6583555906700310065867326238086599846135484085715941407572172211405405162515518765510993442601333708,direct,,open; exact instants in boundary supplement
interval,228,Q3-007,7,下降,3643.187075285399,3667.004441806011,3643.187075285399000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3667.004441806011000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6583555906700310065867326238086599846135484085715941407572172211405405162515518765510993442601333708,0.9860650288993650800437470654650280454197246294562582134035355027192043415452133079969341729446204129,direct,,open; exact instants in boundary supplement
interval,229,Q3-007,7,下降,3667.004441806011,3668.0172118865776,3667.004441806011000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3668.0172118865776,0.9860650288993650800437470654650280454197246294562582134035355027192043415452133079969341729446204129,1,direct,,open; exact instants in boundary supplement
interval,230,Q3-G2-2,1,爬升,2481.3602840485764,2497.913708449362,2481.3602840485764,2497.913708449362000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.2739812835573658291190476800172217928289066143563135353958471985685125987537986500219518808255317474,direct,,open; exact instants in boundary supplement
interval,231,Q3-G2-2,1,爬升,2497.913708449362,2541.778368765373,2497.913708449362000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2541.7783687653730,0.2739812835573658291190476800172217928289066143563135353958471985685125987537986500219518808255317474,1,direct,,open; exact instants in boundary supplement
interval,232,Q3-G2-2,2,巡航,2541.778368765373,2729.70134992203,2541.7783687653730,2729.701349922030000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0.3042657337099833511569986565874544161574451193333150390257509184185206029968438687952079131479478349,direct,,open; exact instants in boundary supplement
interval,233,Q3-G2-2,2,巡航,2729.70134992203,2733.3808797671963,2729.701349922030000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2733.380879767196440804561004855478537591292074559426040977444948576378685407647892583307904695891221,0.3042657337099833511569986565874544161574451193333150390257509184185206029968438687952079131479478349,0.3102232533340151846921019070897971821164564441762456605895912817592114999100408712492907005675616691,direct,,open; exact instants in boundary supplement
interval,234,Q3-G2-2,2,巡航,2733.3808797671963,2870.81604942838,2733.380879767196440804561004855478537591292074559426040977444948576378685407647892583307904695891221,2870.816049428380000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.3102232533340151846921019070897971821164564441762456605895912817592114999100408712492907005675616691,0.5327442695350969713524254874716148043407095935885233779958420290648257791471615238897853952739529741,direct,,open; exact instants in boundary supplement
interval,235,Q3-G2-2,2,巡航,2870.81604942838,2871.1957180359605,2870.816049428380000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2871.195718035960592369809439459599457483459549195561497515930734866873478976617696662759719583019291,0.5327442695350969713524254874716148043407095935885233779958420290648257791471615238897853952739529741,0.5333589902400428788614104879249654729025719417218186276296544037006346636232847352548450564177953565,direct,,open; exact instants in boundary supplement
interval,236,Q3-G2-2,2,巡航,2871.1957180359605,2887.4868603078808,2871.195718035960592369809439459599457483459549195561497515930734866873478976617696662759719583019291,2887.486860307880800000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5333589902400428788614104879249654729025719417218186276296544037006346636232847352548450564177953565,0.5597359470434654052130529769864901797908324018891699142251312915493754618196991644571446952666746209,relay,R-004,open; exact instants in boundary supplement
interval,237,Q3-G2-2,2,巡航,2887.4868603078808,2947.4298266160986,2887.486860307880800000000000000000000000000000000000000000000000000000000000000000000000000000000000,2947.429826616098600000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5597359470434654052130529769864901797908324018891699142251312915493754618196991644571446952666746209,0.6567894873410120074354505644308427029893993613856092037840139205889572130330936095198456722382908631,relay,R-004,open; exact instants in boundary supplement
