panel,series,r,r_to,value,status
a,C-S002,0.2625,,59.9951740156002,energy_limited
a,C-S002,0.263,,59.91142978080227,energy_limited
a,C-S002,0.2635,,59.82744162068603,energy_limited
a,C-S002,0.264,,59.743208381361114,energy_limited
a,C-S002,0.2645,,59.658728900906624,energy_limited
a,C-S002,0.265,,59.57400200929355,energy_limited
a,C-S002,0.2655,,59.48902652830621,energy_limited
a,C-S002,0.266,,59.403801271462456,energy_limited
a,C-S002,0.2665,,59.318325043933065,energy_limited
a,C-S002,0.267,,59.2325966424601,energy_limited
a,C-S002,0.2675,,59.14661485527411,energy_limited
a,C-S002,0.268,,59.06037846201022,energy_limited
a,C-S002,0.2685,,58.97388623362324,energy_limited
a,C-S002,0.269,,58.88713693230159,energy_limited
a,C-S002,0.2695,,58.800129311380246,energy_limited
a,C-S002,0.27,,58.7128621152522,energy_limited
a,C-S002,0.2705,,58.625334079279114,energy_limited
a,C-S002,0.271,,58.53754392970047,energy_limited
a,C-S002,0.2715,,58.44949038354196,energy_limited
a,C-S002,0.272,,58.361172148522016,energy_limited
a,C-S002,0.2725,,58.27258792295768,energy_limited
a,C-S002,0.273,,58.18373639566878,energy_limited
a,C-S002,0.2735,,58.09461624588116,energy_limited
a,C-S002,0.274,,58.0052261431283,energy_limited
a,C-S002,0.2745,,57.91556474715175,energy_limited
a,C-S002,0.275,,57.82563070780019,energy_limited
a,C-S002,0.2755,,57.73542266492711,energy_limited
a,C-S002,0.276,,57.644939248287024,energy_limited
a,C-S002,0.2765,,57.554179077430305,energy_limited
a,C-S002,0.277,,57.46314076159651,energy_limited
a,C-S002,0.2775,,57.37182289960638,energy_limited
a,C-S002,0.278,,57.2802240797521,energy_limited
a,C-S002,0.2785,,57.18834287968616,energy_limited
a,C-S002,0.279,,57.09617786630859,energy_limited
a,C-S002,0.2795,,57.00372759565277,energy_limited
a,C-S002,0.28,,56.91099061276937,energy_limited
a,C-S002,0.2805,,56.81796545160876,energy_limited
a,C-S002,0.281,,56.72465063490181,energy_limited
a,C-S002,0.2815,,56.631044674038925,energy_limited
a,C-S002,0.282,,56.537146068947244,energy_limited
a,C-S002,0.2825,,56.442953307966235,energy_limited
a,C-S002,0.283,,56.348464867721354,energy_limited
a,C-S002,0.2835,,56.25367921299592,energy_limited
a,C-S002,0.284,,56.15859479660122,energy_limited
a,C-S002,0.2845,,56.06321005924445,energy_limited
a,C-S002,0.285,,55.96752342939499,energy_limited
a,C-S002,0.2855,,55.87153332314848,energy_limited
a,C-S002,0.286,,55.775238144089194,energy_limited
a,C-S002,0.2865,,55.67863628314986,energy_limited
a,C-S002,0.287,,55.58172611846992,energy_limited
a,C-S002,0.2875,,55.484506015251256,energy_limited
a,C-S002,0.288,,55.38697432561213,energy_limited
a,C-S002,0.2885,,55.28912938843846,energy_limited
a,C-S002,0.289,,55.19096952923321,energy_limited
a,C-S002,0.2895,,55.09249305996331,energy_limited
a,C-S002,0.29,,54.993698278904304,energy_limited
a,C-S002,0.2905,,54.894583470482566,energy_limited
a,C-S002,0.291,,54.79514690511506,energy_limited
a,C-S002,0.2915,,54.69538683904665,energy_limited
a,C-S002,0.292,,54.59530151418501,energy_limited
a,C-S002,0.2925,,54.49488915793267,energy_limited
a,C-S002,0.293,,54.39414798301663,energy_limited
a,C-S002,0.2935,,54.29307618731527,energy_limited
a,C-S002,0.294,,54.19167195368256,energy_limited
a,C-S002,0.2945,,54.08993344976927,energy_limited
a,C-S002,0.295,,53.987858827841606,energy_limited
a,C-S002,0.2955,,53.8854462245967,energy_limited
a,C-S002,0.296,,53.78269376097543,energy_limited
a,C-S002,0.2965,,53.67959954197183,energy_limited
a,C-S002,0.297,,53.57616165643969,energy_limited
a,C-S002,0.2975,,53.472378176895916,energy_limited
a,C-S002,0.298,,53.36824715932079,energy_limited
a,C-S002,0.2985,,53.26376664295474,energy_limited
a,C-S002,0.299,,53.15893465009181,energy_limited
a,C-S002,0.2995,,53.05374918586985,energy_limited
a,C-S002,0.3,,52.948208238057155,energy_limited
a,C-S002,0.3005,,52.84230977683545,energy_limited
a,C-S002,0.301,,52.7360517545792,energy_limited
a,C-S002,0.3015,,52.62943210563146,energy_limited
a,C-S002,0.302,,52.52244874607565,energy_limited
a,C-S002,0.3025,,52.41509957350359,energy_limited
a,C-S002,0.303,,52.307382466779465,energy_limited
a,C-S002,0.3035,,52.19929528579979,energy_limited
a,C-S002,0.304,,52.0908358712495,energy_limited
a,C-S002,0.3045,,51.9820020443532,energy_limited
a,C-S002,0.305,,51.872791606622684,energy_limited
a,C-S002,0.3055,,51.76320233959969,energy_limited
a,C-S002,0.306,,51.653232004594365,energy_limited
a,C-S002,0.3065,,51.54287834241891,energy_limited
a,C-S002,0.307,,51.43213907311661,energy_limited
a,C-S002,0.3075,,51.321011895686006,energy_limited
a,C-S002,0.308,,51.209494487800285,energy_limited
a,C-S002,0.3085,,51.097584505521326,energy_limited
a,C-S002,0.309,,50.98527958300876,energy_limited
a,C-S002,0.3095,,50.872577332223756,energy_limited
a,C-S002,0.31,,50.75947534262755,energy_limited
a,C-S002,0.3105,,50.64597118087402,energy_limited
a,C-S002,0.311,,50.53206239049699,energy_limited
a,C-S002,0.3115,,50.41774649159161,energy_limited
a,C-S002,0.312,,50.30302098048989,energy_limited
a,C-S002,0.3125,,50.18788332943004,energy_limited
a,C-S002,0.313,,50.07233098621967,energy_limited
a,C-S002,0.3135,,49.95636137389257,energy_limited
a,C-S002,0.314,,49.839971890359315,energy_limited
a,C-S002,0.3145,,49.723159908050654,energy_limited
a,C-S002,0.315,,49.60592277355451,energy_limited
a,C-S002,0.3155,,49.488257807245816,energy_limited
a,C-S002,0.316,,49.37016230290929,energy_limited
a,C-S002,0.3165,,49.251633527354734,energy_limited
a,C-S002,0.317,,49.1326687200249,energy_limited
a,C-S002,0.3175,,49.013265092595645,energy_limited
a,C-S002,0.318,,48.893419828568405,energy_limited
a,C-S002,0.3185,,48.773130082854024,energy_limited
a,C-S002,0.319,,48.65239298134891,energy_limited
a,C-S002,0.3195,,48.531205620502256,energy_limited
a,C-S002,0.32,,48.409565066874904,energy_limited
a,C-S002,0.3205,,48.28746835668886,energy_limited
a,C-S002,0.321,,48.16491249536795,energy_limited
a,C-S002,0.3215,,48.04189445706888,energy_limited
a,C-S002,0.322,,47.918411184202924,energy_limited
a,C-S002,0.3225,,47.79445958694733,energy_limited
a,C-S002,0.323,,47.6700365427468,energy_limited
a,C-S002,0.3235,,47.54513889580445,energy_limited
a,C-S002,0.324,,47.41976345656226,energy_limited
a,C-S002,0.3245,,47.293907001170226,energy_limited
a,C-S002,0.325,,47.16756627094436,energy_limited
a,C-S002,0.3255,,47.040737971813144,energy_limited
a,C-S002,0.326,,46.91341877375223,energy_limited
a,C-S002,0.3265,,46.78560531020642,energy_limited
a,C-S002,0.327,,46.657294177499615,energy_limited
a,C-S002,0.3275,,46.52848193423153,energy_limited
a,C-S002,0.328,,46.3991651006614,energy_limited
a,C-S002,0.3285,,46.26934015807772,energy_limited
a,C-S002,0.329,,46.1390035481542,energy_limited
a,C-S002,0.3295,,46.00815167229136,energy_limited
a,C-S002,0.33,,45.87678089094315,energy_limited
a,C-S002,0.3305,,45.74488752292836,energy_limited
a,C-S002,0.331,,45.61246784472637,energy_limited
a,C-S002,0.3315,,45.47951808975677,energy_limited
a,C-S002,0.332,,45.34603444764258,energy_limited
a,C-S002,0.3325,,45.21201306345602,energy_limited
a,C-S002,0.333,,45.07745003694687,energy_limited
a,C-S002,0.3335,,44.94234142175283,energy_limited
a,C-S002,0.334,,44.80668322459126,energy_limited
a,C-S002,0.3345,,44.67047140443146,energy_limited
a,C-S002,0.335,,44.53370187164744,energy_limited
a,C-S002,0.3355,,44.3963704871502,energy_limited
a,C-S002,0.336,,44.25847306149928,energy_limited
a,C-S002,0.3365,,44.120005353992184,energy_limited
a,C-S002,0.337,,43.98096307173198,energy_limited
a,C-S002,0.3375,,43.84134186867182,energy_limited
a,C-S002,0.338,,43.701137344635576,energy_limited
a,C-S002,0.3385,,43.560345044314275,energy_limited
a,C-S002,0.339,,43.41896045623716,energy_limited
a,C-S002,0.3395,,43.27697901171672,energy_limited
a,C-S002,0.34,,43.13439608376737,energy_limited
a,C-S002,0.3405,,42.99120698599562,energy_limited
a,C-S002,0.341,,42.8474069714622,energy_limited
a,C-S002,0.3415,,42.70299123151462,energy_limited
a,C-S002,0.342,,42.55795489458918,energy_limited
a,C-S002,0.3425,,42.412293024981366,energy_limited
a,C-S002,0.343,,42.266000621583856,energy_limited
a,C-S002,0.3435,,42.11907261659079,energy_limited
a,C-S002,0.344,,41.97150387416754,energy_limited
a,C-S002,0.3445,,41.82328918908411,energy_limited
a,C-S002,0.345,,41.67442328531174,energy_limited
a,C-S002,0.3455,,41.52490081458098,energy_limited
a,C-S002,0.346,,41.37471635489984,energy_limited
a,C-S002,0.3465,,41.22386440903116,energy_limited
a,C-S002,0.347,,41.07233940292697,energy_limited
a,C-S002,0.3475,,40.92013568411899,energy_limited
a,C-S002,0.348,,40.767247520063464,energy_limited
a,C-S002,0.3485,,40.613669096438905,energy_limited
a,C-S002,0.349,,40.45939451539422,energy_limited
a,C-S002,0.3495,,40.30441779374681,energy_limited
a,C-S002,0.35,,40.14873286112749,energy_limited
a,C-S002,0.3505,,39.992333558071415,energy_limited
a,C-S002,0.351,,39.835213634051726,energy_limited
a,C-S002,0.3515,,39.67736674545508,energy_limited
a,C-S002,0.352,,39.518786453495906,energy_limited
a,C-S002,0.3525,,39.35946622206792,energy_limited
a,C-S002,0.353,,39.19939941552936,energy_limited
a,C-S002,0.3535,,39.03857929642054,energy_limited
a,C-S002,0.354,,38.8769990231105,energy_limited
a,C-S002,0.3545,,38.71465164737018,energy_limited
a,C-S002,0.355,,38.551530111868935,energy_limited
a,C-S002,0.3555,,38.3876272475916,energy_limited
a,C-S002,0.356,,38.22293577117315,energy_limited
a,C-S002,0.3565,,38.05744828214716,energy_limited
a,C-S002,0.357,,37.891157260104734,energy_limited
a,C-S002,0.3575,,37.72405506176039,energy_limited
a,C-S002,0.358,,37.5561339179208,energy_limited
a,C-S002,0.3585,,37.387385930352984,energy_limited
a,C-S002,0.359,,37.21780306854644,energy_limited
a,C-S002,0.3595,,37.04737716636619,energy_limited
a,C-S002,0.36,,36.87609991859112,energy_limited
a,C-S002,0.3605,,36.7039628773334,energy_limited
a,C-S002,0.361,,36.53095744833276,energy_limited
a,C-S002,0.3615,,36.35707488712128,energy_limited
a,C-S002,0.362,,36.18230629505243,energy_limited
a,C-S002,0.3625,,36.00664261518856,energy_limited
a,C-S002,0.363,,35.83007462803998,energy_limited
a,C-S002,0.3635,,35.652592947149394,energy_limited
a,C-S002,0.364,,35.47418801451459,energy_limited
a,C-S002,0.3645,,35.2948500958421,energy_limited
a,C-S002,0.365,,35.114569275622905,energy_limited
a,C-S002,0.3655,,34.93333545202352,energy_limited
a,C-S002,0.366,,34.75113833158211,energy_limited
a,C-S002,0.3665,,34.5679674237019,energy_limited
a,C-S002,0.367,,34.38381203493014,energy_limited
a,C-S002,0.3675,,34.198661263014166,energy_limited
a,C-S002,0.368,,34.01250399072241,energy_limited
a,C-S002,0.3685,,33.82532887941904,energy_limited
a,C-S002,0.369,,33.63712436237968,energy_limited
a,C-S002,0.3695,,33.4478786378355,energy_limited
a,C-S002,0.37,,33.25757966173143,energy_limited
a,C-S002,0.3705,,33.06621514018411,energy_limited
a,C-S002,0.371,,32.87377252162329,energy_limited
a,C-S002,0.3715,,32.68023898860071,energy_limited
a,C-S002,0.372,,32.48560144924844,energy_limited
a,C-S002,0.3725,,32.28984652836805,energy_limited
a,C-S002,0.373,,32.09296055812983,energy_limited
a,C-S002,0.3735,,31.894929568361743,energy_limited
a,C-S002,0.374,,31.69573927640458,energy_limited
a,C-S002,0.3745,,31.495375076509486,energy_limited
a,C-S002,0.375,,31.293822028751272,energy_limited
a,C-S002,0.3755,,31.09106484743018,energy_limited
a,C-S002,0.376,,30.887087888932943,energy_limited
a,C-S002,0.3765,,30.68187513902041,energy_limited
a,C-S002,0.377,,30.47541019950845,energy_limited
a,C-S002,0.3775,,30.267676274305337,energy_limited
a,C-S002,0.378,,30.058656154767444,energy_limited
a,C-S002,0.3785,,29.848332204330283,energy_limited
a,C-S002,0.379,,29.636686342370368,energy_limited
a,C-S002,0.3795,,29.423700027249918,energy_limited
a,C-S002,0.38,,29.20935423849187,energy_limited
a,C-S002,0.3805,,28.993629458029627,energy_limited
a,C-S002,0.381,,28.776505650470728,energy_limited
a,C-S002,0.3815,,28.557962242309696,energy_limited
a,C-S002,0.382,,28.337978100019818,energy_limited
a,C-S002,0.3825,,28.116531506947865,energy_limited
a,C-S002,0.383,,27.89360013892904,energy_limited
a,C-S002,0.3835,,27.66916103853409,energy_limited
a,C-S002,0.384,,27.443190587851415,energy_limited
a,C-S002,0.3845,,27.215664479700386,energy_limited
a,C-S002,0.385,,26.98655768716046,energy_limited
a,C-S002,0.3855,,26.75584443129476,energy_limited
a,C-S002,0.386,,26.52349814693156,energy_limited
a,C-S002,0.3865,,26.289491446358443,energy_limited
a,C-S002,0.387,,26.053796080767455,energy_limited
a,C-S002,0.3875,,25.816382899277894,energy_limited
a,C-S002,0.388,,25.57722180534411,energy_limited
a,C-S002,0.3885,,25.336281710339705,energy_limited
a,C-S002,0.389,,25.093530484086322,energy_limited
a,C-S002,0.3895,,24.84893490207655,energy_limited
a,C-S002,0.39,,24.602460589111196,energy_limited
a,C-S002,0.3905,,24.354071959045772,energy_limited
a,C-S002,0.391,,24.103732150306833,energy_limited
a,C-S002,0.3915,,23.851402956806563,energy_limited
a,C-S002,0.392,,23.59704475384035,energy_limited
a,C-S002,0.3925,,23.3406164185106,energy_limited
a,C-S002,0.393,,23.08207524416573,energy_limited
a,C-S002,0.3935,,22.821376848289578,energy_limited
a,C-S002,0.394,,22.558475073208385,energy_limited
a,C-S002,0.3945,,22.293321878911136,energy_limited
a,C-S002,0.395,,22.0258672271919,energy_limited
a,C-S002,0.3955,,21.756058956230735,energy_limited
a,C-S002,0.396,,21.483842644617166,energy_limited
a,C-S002,0.3965,,21.209161463695906,energy_limited
a,C-S002,0.397,,20.93195601696861,energy_limited
a,C-S002,0.3975,,20.65216416512147,energy_limited
a,C-S002,0.398,,20.369720835053023,energy_limited
a,C-S002,0.3985,,20.08455781105533,energy_limited
a,C-S002,0.399,,19.79660350604061,energy_limited
a,C-S002,0.3995,,19.50578271040451,energy_limited
a,C-S002,0.4,,19.212016315760277,energy_limited
a,C-S003,0.2,,68.19954184603769,energy_limited
a,C-S003,0.2005,,68.13735765464591,energy_limited
a,C-S003,0.201,,68.07502370577231,energy_limited
a,C-S003,0.2015,,68.01253944014127,energy_limited
a,C-S003,0.202,,67.94990429555361,energy_limited
a,C-S003,0.2025,,67.8871177068661,energy_limited
a,C-S003,0.203,,67.82417910597127,energy_limited
a,C-S003,0.2035,,67.76108792177631,energy_limited
a,C-S003,0.204,,67.69784358018242,energy_limited
a,C-S003,0.2045,,67.63444550406365,energy_limited
a,C-S003,0.205,,67.57089311324569,energy_limited
a,C-S003,0.2055,,67.50718582448431,energy_limited
a,C-S003,0.206,,67.44332305144374,energy_limited
a,C-S003,0.2065,,67.37930420467477,energy_limited
a,C-S003,0.207,,67.31512869159288,energy_limited
a,C-S003,0.2075,,67.2507959164557,energy_limited
a,C-S003,0.208,,67.18630528034072,energy_limited
a,C-S003,0.2085,,67.12165618112253,energy_limited
a,C-S003,0.209,,67.05684801345014,energy_limited
a,C-S003,0.2095,,66.99188016872358,energy_limited
a,C-S003,0.21,,66.92675203507079,energy_limited
a,C-S003,0.2105,,66.8614629973241,energy_limited
a,C-S003,0.211,,66.79601243699643,energy_limited
a,C-S003,0.2115,,66.73039973225737,energy_limited
a,C-S003,0.212,,66.6646242579089,energy_limited
a,C-S003,0.2125,,66.59868538536112,energy_limited
a,C-S003,0.213,,66.53258248260757,energy_limited
a,C-S003,0.2135,,66.46631491420023,energy_limited
a,C-S003,0.214,,66.39988204122457,energy_limited
a,C-S003,0.2145,,66.33328322127412,energy_limited
a,C-S003,0.215,,66.26651780842496,energy_limited
a,C-S003,0.2155,,66.19958515320977,energy_limited
a,C-S003,0.216,,66.13248460259184,energy_limited
a,C-S003,0.2165,,66.06521549993877,energy_limited
a,C-S003,0.217,,65.99777718499583,energy_limited
a,C-S003,0.2175,,65.93016899385913,energy_limited
a,C-S003,0.218,,65.8623902589486,energy_limited
a,C-S003,0.2185,,65.79444030898051,energy_limited
a,C-S003,0.219,,65.7263184689401,energy_limited
a,C-S003,0.2195,,65.65802406005334,energy_limited
a,C-S003,0.22,,65.5895563997591,energy_limited
a,C-S003,0.2205,,65.52091480168055,energy_limited
a,C-S003,0.221,,65.45209857559654,energy_limited
a,C-S003,0.2215,,65.3831070274125,energy_limited
a,C-S003,0.222,,65.31393945913133,energy_limited
a,C-S003,0.2225,,65.24459516882366,energy_limited
a,C-S003,0.223,,65.17507345059819,energy_limited
a,C-S003,0.2235,,65.10537359457139,energy_limited
a,C-S003,0.224,,65.0354948868371,energy_limited
a,C-S003,0.2245,,64.96543660943581,energy_limited
a,C-S003,0.225,,64.89519804032365,energy_limited
a,C-S003,0.2255,,64.82477845334088,energy_limited
a,C-S003,0.226,,64.75417711818035,energy_limited
a,C-S003,0.2265,,64.68339330035543,energy_limited
a,C-S003,0.227,,64.61242626116777,energy_limited
a,C-S003,0.2275,,64.54127525767453,energy_limited
a,C-S003,0.228,,64.4699395426555,energy_limited
a,C-S003,0.2285,,64.39841836457974,energy_limited
a,C-S003,0.229,,64.32671096757205,energy_limited
a,C-S003,0.2295,,64.2548165913788,energy_limited
a,C-S003,0.23,,64.18273447133369,energy_limited
a,C-S003,0.2305,,64.11046383832301,energy_limited
a,C-S003,0.231,,64.03800391875072,energy_limited
a,C-S003,0.2315,,63.96535393450283,energy_limited
a,C-S003,0.232,,63.89251310291182,energy_limited
a,C-S003,0.2325,,63.819480636720314,energy_limited
a,C-S003,0.233,,63.74625574404479,energy_limited
a,C-S003,0.2335,,63.67283762833838,energy_limited
a,C-S003,0.234,,63.59922548835385,energy_limited
a,C-S003,0.2345,,63.52541851810574,energy_limited
a,C-S003,0.235,,63.451415906832324,energy_limited
a,C-S003,0.2355,,63.37721683895727,energy_limited
a,C-S003,0.236,,63.30282049405055,energy_limited
a,C-S003,0.2365,,63.228226046789246,energy_limited
a,C-S003,0.237,,63.15343266691781,energy_limited
a,C-S003,0.2375,,63.07843951920799,energy_limited
a,C-S003,0.238,,63.003245763418185,energy_limited
a,C-S003,0.2385,,62.927850554252444,energy_limited
a,C-S003,0.239,,62.852253041319024,energy_limited
a,C-S003,0.2395,,62.776452369088624,energy_limited
a,C-S003,0.24,,62.70044767685182,energy_limited
a,C-S003,0.2405,,62.624238098676486,energy_limited
a,C-S003,0.241,,62.54782276336431,energy_limited
a,C-S003,0.2415,,62.47120079440726,energy_limited
a,C-S003,0.242,,62.394371309943246,energy_limited
a,C-S003,0.2425,,62.317333422711414,energy_limited
a,C-S003,0.243,,62.240086240006995,energy_limited
a,C-S003,0.2435,,62.16262886363563,energy_limited
a,C-S003,0.244,,62.08496038986712,energy_limited
a,C-S003,0.2445,,62.00707990938872,energy_limited
a,C-S003,0.245,,61.928986507257875,energy_limited
a,C-S003,0.2455,,61.850679262854655,energy_limited
a,C-S003,0.246,,61.77215724983317,energy_limited
a,C-S003,0.2465,,61.69341953607294,energy_limited
a,C-S003,0.247,,61.61446518362943,energy_limited
a,C-S003,0.2475,,61.53529324868414,energy_limited
a,C-S003,0.248,,61.45590278149406,energy_limited
a,C-S003,0.2485,,61.376292826340666,energy_limited
a,C-S003,0.249,,61.29646242147809,energy_limited
a,C-S003,0.2495,,61.21641059908106,energy_limited
a,C-S003,0.25,,61.13613638519193,energy_limited
a,C-S003,0.2505,,61.0556387996672,energy_limited
a,C-S003,0.251,,60.97491685612348,energy_limited
a,C-S003,0.2515,,60.89396956188281,energy_limited
a,C-S003,0.252,,60.81279591791729,energy_limited
a,C-S003,0.2525,,60.73139491879305,energy_limited
a,C-S003,0.253,,60.64976555261361,energy_limited
a,C-S003,0.2535,,60.567906800962696,energy_limited
a,C-S003,0.254,,60.485817638846115,energy_limited
a,C-S003,0.2545,,60.40349703463316,energy_limited
a,C-S003,0.255,,60.320943949997236,energy_limited
a,C-S003,0.2555,,60.238157339855825,energy_limited
a,C-S003,0.256,,60.15513615230969,energy_limited
a,C-S003,0.2565,,60.071879328581325,energy_limited
a,C-S003,0.257,,59.98838580295278,energy_limited
a,C-S003,0.2575,,59.904654502702705,energy_limited
a,C-S003,0.258,,59.82068434804247,energy_limited
a,C-S003,0.2585,,59.736474252051785,energy_limited
a,C-S003,0.259,,59.652023120613244,energy_limited
a,C-S003,0.2595,,59.56732985234643,energy_limited
a,C-S003,0.26,,59.48239333854084,energy_limited
a,C-S003,0.2605,,59.39721246308818,energy_limited
a,C-S003,0.261,,59.31178610241384,energy_limited
a,C-S003,0.2615,,59.22611312540756,energy_limited
a,C-S003,0.262,,59.140192393353,energy_limited
a,C-S003,0.2625,,59.05402275985671,energy_limited
a,C-S003,0.263,,58.96760307077606,energy_limited
a,C-S003,0.2635,,58.88093216414636,energy_limited
a,C-S003,0.264,,58.794008870107,energy_limited
a,C-S003,0.2645,,58.706832010826616,energy_limited
a,C-S003,0.265,,58.619400400427395,energy_limited
a,C-S003,0.2655,,58.53171284490849,energy_limited
a,C-S003,0.266,,58.44376814206831,energy_limited
a,C-S003,0.2665,,58.35556508142572,energy_limited
a,C-S003,0.267,,58.26710244414063,energy_limited
a,C-S003,0.2675,,58.178379002933205,energy_limited
a,C-S003,0.268,,58.08939352200212,energy_limited
a,C-S003,0.2685,,58.0001447569418,energy_limited
a,C-S003,0.269,,57.910631454658564,energy_limited
a,C-S003,0.2695,,57.8208523532858,energy_limited
a,C-S003,0.27,,57.730806182097666,energy_limited
a,C-S003,0.2705,,57.64049166142207,energy_limited
a,C-S003,0.271,,57.54990750255227,energy_limited
a,C-S003,0.2715,,57.459052407657474,energy_limited
a,C-S003,0.272,,57.36792506969199,energy_limited
a,C-S003,0.2725,,57.27652417230339,energy_limited
a,C-S003,0.273,,57.18484838973938,energy_limited
a,C-S003,0.2735,,57.092896386753466,energy_limited
a,C-S003,0.274,,57.000666818509195,energy_limited
a,C-S003,0.2745,,56.90815833048326,energy_limited
a,C-S003,0.275,,56.81536955836725,energy_limited
a,C-S003,0.2755,,56.72229912796808,energy_limited
a,C-S003,0.276,,56.628945655107,energy_limited
a,C-S003,0.2765,,56.535307745517116,energy_limited
a,C-S003,0.277,,56.441383994739816,energy_limited
a,C-S003,0.2775,,56.34717298801962,energy_limited
a,C-S003,0.278,,56.25267330019729,energy_limited
a,C-S003,0.2785,,56.157883495601844,energy_limited
a,C-S003,0.279,,56.06280212794089,energy_limited
a,C-S003,0.2795,,55.96742774018956,energy_limited
a,C-S003,0.28,,55.87175886447743,energy_limited
a,C-S003,0.2805,,55.77579402197456,energy_limited
a,C-S003,0.281,,55.67953172277517,energy_limited
a,C-S003,0.2815,,55.58297046578034,energy_limited
a,C-S003,0.282,,55.48610873857844,energy_limited
a,C-S003,0.2825,,55.38894501732426,energy_limited
a,C-S003,0.283,,55.291477766616154,energy_limited
a,C-S003,0.2835,,55.19370543937152,energy_limited
a,C-S003,0.284,,55.09562647670055,energy_limited
a,C-S003,0.2845,,54.99723930777791,energy_limited
a,C-S003,0.285,,54.898542349712585,energy_limited
a,C-S003,0.2855,,54.79953400741609,energy_limited
a,C-S003,0.286,,54.700212673468485,energy_limited
a,C-S003,0.2865,,54.60057672798231,energy_limited
a,C-S003,0.287,,54.50062453846478,energy_limited
a,C-S003,0.2875,,54.400354459677665,energy_limited
a,C-S003,0.288,,54.29976483349532,energy_limited
a,C-S003,0.2885,,54.198853988760284,energy_limited
a,C-S003,0.289,,54.0976202411369,energy_limited
a,C-S003,0.2895,,53.996061892962665,energy_limited
a,C-S003,0.29,,53.89417723309733,energy_limited
a,C-S003,0.2905,,53.791964536769534,energy_limited
a,C-S003,0.291,,53.68942206542137,energy_limited
a,C-S003,0.2915,,53.58654806655015,energy_limited
a,C-S003,0.292,,53.48334077354827,energy_limited
a,C-S003,0.2925,,53.37979840553995,energy_limited
a,C-S003,0.293,,53.275919167215875,energy_limited
a,C-S003,0.2935,,53.17170124866502,energy_limited
a,C-S003,0.294,,53.06714282520399,energy_limited
a,C-S003,0.2945,,52.96224205720345,energy_limited
a,C-S003,0.295,,52.85699708991191,energy_limited
a,C-S003,0.2955,,52.751406053276675,energy_limited
a,C-S003,0.296,,52.64546706176201,energy_limited
a,C-S003,0.2965,,52.53917821416423,energy_limited
a,C-S003,0.297,,52.432537593423724,energy_limited
a,C-S003,0.2975,,52.32554326643419,energy_limited
a,C-S003,0.298,,52.218193283848635,energy_limited
a,C-S003,0.2985,,52.11048567988206,energy_limited
a,C-S003,0.299,,52.00241847211098,energy_limited
a,C-S003,0.2995,,51.8939896612697,energy_limited
a,C-S003,0.3,,51.78519723104326,energy_limited
a,C-S003,0.3005,,51.67603914785655,energy_limited
a,C-S003,0.301,,51.56651336066017,energy_limited
a,C-S003,0.3015,,51.456617800712856,energy_limited
a,C-S003,0.302,,51.34635038135986,energy_limited
a,C-S003,0.3025,,51.23570899780765,energy_limited
a,C-S003,0.303,,51.12469152689487,energy_limited
a,C-S003,0.3035,,51.01329582685934,energy_limited
a,C-S003,0.304,,50.901519737100955,energy_limited
a,C-S003,0.3045,,50.789361077940555,energy_limited
a,C-S003,0.305,,50.67681765037448,energy_limited
a,C-S003,0.3055,,50.56388723582491,energy_limited
a,C-S003,0.306,,50.450567595886,energy_limited
a,C-S003,0.3065,,50.336856472065115,energy_limited
a,C-S003,0.307,,50.222751585519745,energy_limited
a,C-S003,0.3075,,50.10825063678964,energy_limited
a,C-S003,0.308,,49.99335130552444,energy_limited
a,C-S003,0.3085,,49.87805125020574,energy_limited
a,C-S003,0.309,,49.76234810786482,energy_limited
a,C-S003,0.3095,,49.64623949379471,energy_limited
a,C-S003,0.31,,49.52972300125752,energy_limited
a,C-S003,0.3105,,49.41279620118585,energy_limited
a,C-S003,0.311,,49.295456641878935,energy_limited
a,C-S003,0.3115,,49.17770184869325,energy_limited
a,C-S003,0.312,,49.05952932372732,energy_limited
a,C-S003,0.3125,,48.940936545500335,energy_limited
a,C-S003,0.313,,48.82192096862503,energy_limited
a,C-S003,0.3135,,48.702480023474294,energy_limited
a,C-S003,0.314,,48.58261111584147,energy_limited
a,C-S003,0.3145,,48.46231162659393,energy_limited
a,C-S003,0.315,,48.34157891132026,energy_limited
a,C-S003,0.3155,,48.22041029997049,energy_limited
a,C-S003,0.316,,48.09880309648952,energy_limited
a,C-S003,0.3165,,47.97675457844302,energy_limited
a,C-S003,0.317,,47.85426199663628,energy_limited
a,C-S003,0.3175,,47.73132257472557,energy_limited
a,C-S003,0.318,,47.60793350882168,energy_limited
a,C-S003,0.3185,,47.48409196708537,energy_limited
a,C-S003,0.319,,47.3597950893152,energy_limited
a,C-S003,0.3195,,47.235039986526424,energy_limited
a,C-S003,0.32,,47.10982374052212,energy_limited
a,C-S003,0.3205,,46.98414340345478,energy_limited
a,C-S003,0.321,,46.85799599737937,energy_limited
a,C-S003,0.3215,,46.73137851379724,energy_limited
a,C-S003,0.322,,46.60428791319039,energy_limited
a,C-S003,0.3225,,46.4767211245461,energy_limited
a,C-S003,0.323,,46.34867504487157,energy_limited
a,C-S003,0.3235,,46.220146538698394,energy_limited
a,C-S003,0.324,,46.0911324375767,energy_limited
a,C-S003,0.3245,,45.961629539558125,energy_limited
a,C-S003,0.325,,45.83163460866802,energy_limited
